Opportunity Name,Opportunity Owner,Account Name,SDR Owner,Opportunity Source,Amount,Created Date,Discovery Date,Evaluation Date,Negotiation Date,Close Date,Stage Duration,Last Stage Change Date,Annual Revenue,Opportunity Owner: Manager,Opp Set Type,Stage,Account Segment,Recurring ARR,Primary Contact: P Level,Industry,First NB Opp?,Account: Last Activity,Last Activity,Discount Amount,Discount Percentage,Recurring Discount Percentage,Opportunity BPS,Type,Opportunity Record Type,Opportunity ID (18 Char),Probability (%),Contract Term (Month),Payment Terms,Invoice Frequency
Anchor Plumbing - NB 349,Eddie Coleman,Anchor Plumbing,,Partner,44000,2026-03-09,2026-03-10,2026-03-26,2026-04-28,2026-06-28,57,2026-03-11,38254533,Kevin Brand,Partner,Qualification,MM,36100,VP,Industrial Services,true,2026-04-21,2026-05-05,0,0%,0%,9.44,New Business,New Business,006DEMO00000000348,10,12,Net 30,Annual
Sentinel HVAC - CL 350,Tomás Reyes,Sentinel HVAC,Mira Schultz,Outbound,55000,2025-07-23,2025-07-25,2025-08-12,2025-09-21,2025-10-15,42,2025-08-06,70055495,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,51100,VP,Mechanical Contractor,false,2026-05-09,2026-05-12,0,0%,0%,7.29,New Business,New Business,006DEMO00000000349,0,12,Net 30,Annual
Northwall Builders - CL 351,Lauren Park,Northwall Builders,Mira Schultz,Outbound,30000,2025-04-06,2025-04-09,2025-05-08,2025-05-30,2025-06-23,48,2025-04-12,12829373,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,26400,VP,Mechanical Contractor,false,2026-05-10,2026-05-05,0,0%,0%,20.58,New Business,New Business,006DEMO00000000350,0,12,Net 30,Annual
Riverbend Plumbing - CL 352,Eddie Coleman,Riverbend Plumbing,,Partner,66000,2025-06-12,2025-06-16,2025-07-12,2025-09-09,2025-09-21,51,2025-06-23,27051521,Kevin Brand,Partner,Closed Lost,MM,59900,VP,Specialty Trades,true,2026-04-27,2026-05-13,16500,25%,25%,22.14,New Business,New Business,006DEMO00000000351,0,12,Net 30,Annual
Beacon Industrial - NB 353,Jamal Whitfield,Beacon Industrial,Avery Greene,6s Intent Signals,18000,2026-05-18,2026-05-23,2026-06-22,2026-07-21,2026-06-02,33,2026-05-31,42241088,Kevin Brand,6s,Evaluation,MM,15600,C-Level,Sheet Metal Contractor,false,2026-05-10,2026-05-10,6660,37%,37%,3.69,New Business,New Business,006DEMO00000000352,50,12,Net 30,Annual
Crescent HVAC Co - CL 354,Tomás Reyes,Crescent HVAC Co,,Event,77000,2025-02-23,2025-02-28,2025-03-22,2025-05-26,2025-06-01,10,2025-03-07,46521852,Kevin Brand,Event,Closed Lost,MM,66000,Manager,Industrial Services,false,2026-04-17,2026-05-13,6160,8%,8%,14.19,New Business,New Business,006DEMO00000000353,0,12,Net 30,Annual
Whitestone Electric - CL 355,Tomás Reyes,Whitestone Electric,,Event,19000,2025-10-12,2025-10-16,2025-10-31,2025-12-10,2025-12-31,42,2025-10-21,30613738,Kevin Brand,Event,Closed Lost,MM,15000,,Sheet Metal Contractor,true,2026-05-03,2026-05-09,7600,40%,40%,4.9,New Business,New Business,006DEMO00000000354,0,12,Net 30,Quarterly
Steeplechase Electric - CL 356,Jamal Whitfield,Steeplechase Electric,,Inbound,50000,2025-04-09,2025-04-13,2025-05-05,2025-05-28,2025-06-10,6,2025-04-17,40490820,Kevin Brand,AE Set - Inbound,Closed Lost,MM,41700,C-Level,Specialty Trades,false,2026-04-26,2026-05-14,0,0%,0%,10.3,New Business,New Business,006DEMO00000000355,0,12,Net 30,Annual
Sentinel HVAC - CL 357,Tomás Reyes,Sentinel HVAC,,Event,49000,2025-05-08,2025-05-09,2025-05-28,2025-07-03,2026-01-18,42,2025-05-19,65236446,Kevin Brand,Event,Closed Lost,MM,37700,VP,Specialty Trades,false,2026-05-10,2026-05-09,11760,24%,24%,5.78,New Business,New Business,006DEMO00000000356,0,12,Net 30,Semi-Annually
Atlas Sheet Metal - NB 358,Tomás Reyes,Atlas Sheet Metal,Wes Kim,Outbound,53000,2026-02-11,2026-02-13,2026-03-03,2026-04-25,2026-08-08,60,2026-02-26,20974122,Kevin Brand,SDR Set - Outbound,Discovery,MM,47300,Manager,Sheet Metal Contractor,true,2026-04-18,2026-05-14,3710,7%,7%,22.55,New Business,New Business,006DEMO00000000357,25,12,Net 30,Annual
Magnolia Builders - CL 359,Jamal Whitfield,Magnolia Builders,Avery Greene,Outbound,20000,2025-01-07,2025-01-09,2025-02-02,2025-03-13,2025-10-05,10,2025-01-13,14127053,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,16500,Manager,Plumbing Contractor,false,2026-05-12,2026-05-07,0,0%,0%,11.68,New Business,New Business,006DEMO00000000358,0,12,Net 30,Annual
Foothill Sheet Metal - CW 360,Lauren Park,Foothill Sheet Metal,,Inbound,26000,2025-08-11,2025-08-16,2025-09-10,2025-10-07,2026-03-27,23,2025-08-18,18800021,Kevin Brand,AE Set - Inbound,Closed Won,MM,22300,Director,Industrial Services,false,2026-04-22,2026-05-09,0,0%,0%,11.86,New Business,New Business,006DEMO00000000359,100,12,Net 30,Semi-Annually
Heritage Mechanical - NB 361,Jamal Whitfield,Heritage Mechanical,,Outbound,63000,2026-03-16,2026-03-19,2026-04-14,2026-05-10,2026-06-05,41,2026-03-20,47964048,Kevin Brand,AE - Self Set,Discovery,MM,49300,VP,Sheet Metal Contractor,true,2026-04-23,2026-05-11,15750,25%,25%,10.28,New Business,New Business,006DEMO00000000360,25,12,Net 30,Semi-Annually
Steeplechase Electric - CL 362,Tomás Reyes,Steeplechase Electric,Wes Kim,6s Intent Signals,40000,2025-04-28,2025-05-03,2025-05-26,2025-07-17,2025-12-06,56,2025-05-08,22227805,Kevin Brand,6s,Closed Lost,MM,34300,Director,Sheet Metal Contractor,false,2026-04-19,2026-05-05,0,0%,0%,15.43,New Business,New Business,006DEMO00000000361,0,12,Net 30,Quarterly
Highline HVAC - CL 363,Tomás Reyes,Highline HVAC,Avery Greene,6s Intent Signals,23000,2025-05-03,2025-05-04,2025-05-27,2025-07-16,2025-07-17,3,2025-05-08,26613711,Kevin Brand,6s,Closed Lost,MM,18500,VP,General Contractor,false,2026-04-29,2026-05-08,8510,37%,37%,6.95,New Business,New Business,006DEMO00000000362,0,12,Net 30,Annual
Sentinel HVAC - CL 364,Tomás Reyes,Sentinel HVAC,,Partner,29000,2025-10-12,2025-10-13,2025-11-12,2025-12-01,2026-05-15,49,2025-10-17,16315590,Kevin Brand,Partner,Closed Lost,MM,22500,Manager,Plumbing Contractor,true,2026-05-03,2026-05-03,0,0%,0%,13.79,New Business,New Business,006DEMO00000000363,0,12,Net 30,Annual
Cobalt Plumbing Group - NB 365,Tomás Reyes,Cobalt Plumbing Group,Wes Kim,Outbound,22000,2026-04-07,2026-04-09,2026-04-27,2026-06-09,2026-08-02,5,2026-04-12,40917801,Kevin Brand,SDR Set - Outbound,Qualification,MM,17600,Director,Specialty Trades,false,2026-05-06,2026-05-03,0,0%,0%,4.3,New Business,New Business,006DEMO00000000364,10,12,Net 30,Annual
Tannery Plumbing Co - CL 366,Eddie Coleman,Tannery Plumbing Co,Mira Schultz,Outbound,30000,2025-11-03,2025-11-04,2025-11-21,2025-12-20,2026-05-15,12,2025-11-13,68062967,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,25200,Manager,Plumbing Contractor,false,2026-04-27,2026-05-05,10800,36%,36%,3.7,New Business,New Business,006DEMO00000000365,0,12,Net 30,Semi-Annually
Riverbend Plumbing - CL 367,Lauren Park,Riverbend Plumbing,,Event,62000,2025-08-24,2025-08-28,2025-09-27,2025-11-17,2026-05-15,33,2025-09-03,5611967,Kevin Brand,Event,Closed Lost,MM,54900,,Mechanical Contractor,true,2026-05-09,2026-05-13,8680,14%,14%,97.83,New Business,New Business,006DEMO00000000366,0,12,Net 30,Quarterly
Cascade Mechanical - NB 368,Lauren Park,Cascade Mechanical,Mira Schultz,6s Intent Signals,19000,2026-01-05,2026-01-08,2026-01-22,2026-02-22,2026-08-26,58,2026-01-11,53653833,Kevin Brand,6s,Contracts/Negotiation,MM,17600,Manager,Industrial Services,false,2026-04-22,2026-05-05,0,0%,0%,3.28,New Business,New Business,006DEMO00000000367,75,12,Net 30,Semi-Annually
Summit Electric Inc - CL 369,Eddie Coleman,Summit Electric Inc,Mira Schultz,6s Intent Signals,56000,2025-08-19,2025-08-23,2025-09-07,2025-10-17,2026-03-14,60,2025-08-31,63718084,Kevin Brand,6s,Closed Lost,MM,45000,,Industrial Services,false,2026-04-21,2026-05-07,7840,14%,14%,7.06,New Business,New Business,006DEMO00000000368,0,12,Net 30,Monthly
Cascade Mechanical - CL 370,Lauren Park,Cascade Mechanical,,Inbound,51000,2025-10-28,2025-11-01,2025-12-01,2025-12-25,2026-05-15,18,2025-11-11,71841061,Kevin Brand,AE Set - Inbound,Closed Lost,MM,40500,VP,Industrial Services,true,2026-04-17,2026-05-13,4080,8%,8%,5.64,New Business,New Business,006DEMO00000000369,0,12,Net 30,Quarterly
Beacon Industrial - CL 371,Tomás Reyes,Beacon Industrial,,Event,72000,2025-03-11,2025-03-12,2025-04-04,2025-05-03,2025-06-01,36,2025-03-13,36550239,Kevin Brand,Event,Closed Lost,MM,59700,Director,Electrical Contractor,false,2026-05-01,2026-05-02,0,0%,0%,16.33,New Business,New Business,006DEMO00000000370,0,12,Net 30,Annual
Granite Industrial Services - NB 372,Jamal Whitfield,Granite Industrial Services,,Event,19000,2026-05-19,2026-05-20,2026-06-05,2026-07-14,2026-06-22,4,2026-06-02,63348450,Kevin Brand,Event,Contracts/Negotiation,MM,15100,Director,Specialty Trades,false,2026-04-25,2026-05-06,0,0%,0%,2.38,New Business,New Business,006DEMO00000000371,75,12,Net 30,Quarterly
Beacon Industrial - NB 373,Tomás Reyes,Beacon Industrial,,Partner,75000,2026-04-18,2026-04-21,2026-05-18,2026-07-04,2026-09-08,56,2026-04-23,71917746,Kevin Brand,Partner,Qualification,MM,57200,VP,Plumbing Contractor,true,2026-04-28,2026-05-10,27000,36%,36%,7.95,New Business,New Business,006DEMO00000000372,10,12,Net 30,Annual
Atlas Sheet Metal - NB 374,Eddie Coleman,Atlas Sheet Metal,,Webinar,65000,2026-05-23,2026-05-27,2026-06-23,2026-08-14,2026-06-09,53,2026-05-29,18022601,Kevin Brand,Webinar,Discovery,MM,52900,C-Level,Sheet Metal Contractor,false,2026-04-25,2026-05-07,11700,18%,18%,29.35,New Business,New Business,006DEMO00000000373,25,12,Net 30,Quarterly
Brookline Trades - CL 375,Tomás Reyes,Brookline Trades,,Outbound,57000,2025-06-13,2025-06-16,2025-07-01,2025-08-09,2025-09-07,27,2025-06-24,26138433,Kevin Brand,AE - Self Set,Closed Lost,MM,48000,Manager,Specialty Trades,false,2026-05-08,2026-05-13,0,0%,0%,18.36,New Business,New Business,006DEMO00000000374,0,12,Net 30,Annual
Ironclad Electric - NB 376,Eddie Coleman,Ironclad Electric,Wes Kim,Outbound,49000,2026-03-25,2026-03-28,2026-04-11,2026-06-06,2026-09-07,22,2026-03-30,17367276,Kevin Brand,SDR Set - Outbound,Contracts/Negotiation,MM,41700,Manager,Specialty Trades,true,2026-04-20,2026-05-04,0,0%,0%,24.01,New Business,New Business,006DEMO00000000375,75,12,Net 30,Quarterly
Driftwood Mechanical - NB 377,Lauren Park,Driftwood Mechanical,,Inbound,35000,2025-11-15,2025-11-20,2025-12-12,2026-02-09,2026-09-02,14,2025-12-01,36011582,Kevin Brand,AE Set - Inbound,Discovery,MM,28500,C-Level,Sheet Metal Contractor,false,2026-05-13,2026-05-11,0,0%,0%,7.91,New Business,New Business,006DEMO00000000376,25,12,Net 30,Quarterly
Foothill Sheet Metal - CL 378,Tomás Reyes,Foothill Sheet Metal,,Partner,36000,2025-11-04,2025-11-06,2025-11-27,2026-02-04,2026-01-12,53,2025-11-17,52967166,Kevin Brand,Partner,Closed Lost,MM,30200,Manager,HVAC Contractor,false,2026-04-21,2026-05-09,0,0%,0%,5.7,New Business,New Business,006DEMO00000000377,0,12,Net 30,Annual
Riverbend Plumbing - NB 379,Tomás Reyes,Riverbend Plumbing,,Inbound,57000,2026-02-14,2026-02-17,2026-03-14,2026-04-29,2026-08-03,18,2026-02-19,52612046,Kevin Brand,AE Set - Inbound,Discovery,MM,45700,Manager,Electrical Contractor,true,2026-05-13,2026-05-13,0,0%,0%,8.69,New Business,New Business,006DEMO00000000378,25,12,Net 30,Monthly
Heritage Mechanical - NB 380,Tomás Reyes,Heritage Mechanical,Mira Schultz,6s Intent Signals,31000,2026-03-13,2026-03-18,2026-04-08,2026-05-03,2026-06-25,15,2026-03-21,42438741,Kevin Brand,6s,Discovery,MM,27900,,Plumbing Contractor,false,2026-05-05,2026-05-05,11160,36%,36%,6.57,New Business,New Business,006DEMO00000000379,25,12,Net 30,Annual
Driftwood Mechanical - NB 381,Tomás Reyes,Driftwood Mechanical,,Inbound,72000,2026-05-24,2026-05-27,2026-06-10,2026-08-13,2026-07-30,18,2026-06-01,43792648,Kevin Brand,AE Set - Inbound,Evaluation,MM,59900,VP,General Contractor,false,2026-05-09,2026-05-12,0,0%,0%,13.68,New Business,New Business,006DEMO00000000380,50,12,Net 30,Quarterly
Foothill Sheet Metal - NB 382,Tomás Reyes,Foothill Sheet Metal,,Partner,64000,2025-12-16,2025-12-20,2026-01-14,2026-02-05,2026-06-11,31,2026-01-02,16491184,Kevin Brand,Partner,Discovery,MM,58200,VP,HVAC Contractor,true,2026-04-22,2026-05-12,0,0%,0%,35.29,New Business,New Business,006DEMO00000000381,25,12,Net 30,Annual
Pinewood Construction Services - CL 383,Lauren Park,Pinewood Construction Services,,Webinar,44000,2025-06-07,2025-06-08,2025-06-29,2025-07-27,2026-01-22,16,2025-06-21,53026605,Kevin Brand,Webinar,Closed Lost,MM,34100,VP,Sheet Metal Contractor,false,2026-04-22,2026-05-13,6160,14%,14%,6.43,New Business,New Business,006DEMO00000000382,0,12,Net 30,Annual
Cornerstone Mechanical - CL 384,Jamal Whitfield,Cornerstone Mechanical,Avery Greene,Outbound,52000,2025-08-06,2025-08-10,2025-08-31,2025-09-30,2025-11-28,20,2025-08-24,29010914,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,41700,,General Contractor,false,2026-05-11,2026-05-05,0,0%,0%,14.37,New Business,New Business,006DEMO00000000383,0,12,Net 30,Annual
Summit Electric Inc - NB 385,Jamal Whitfield,Summit Electric Inc,,Inbound,80000,2026-03-28,2026-03-31,2026-04-25,2026-06-02,2026-06-29,33,2026-04-14,23271132,Kevin Brand,AE Set - Inbound,Evaluation,MM,69700,,General Contractor,true,2026-05-01,2026-05-12,0,0%,0%,29.95,New Business,New Business,006DEMO00000000384,50,12,Net 30,Annual
Cornerstone Mechanical - CL 386,Jamal Whitfield,Cornerstone Mechanical,Mira Schultz,Outbound,80000,2025-06-17,2025-06-18,2025-07-16,2025-08-26,2026-01-17,41,2025-06-26,48432302,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,68800,C-Level,General Contractor,false,2026-04-29,2026-05-13,13600,17%,17%,14.21,New Business,New Business,006DEMO00000000385,0,12,Net 30,Annual
Beacon Industrial - NB 387,Eddie Coleman,Beacon Industrial,,Partner,28000,2026-03-21,2026-03-24,2026-04-12,2026-05-16,2026-07-16,34,2026-04-02,33416896,Kevin Brand,Partner,Discovery,MM,26600,VP,HVAC Contractor,false,2026-05-12,2026-05-13,2520,9%,9%,7.96,New Business,New Business,006DEMO00000000386,25,12,Net 30,Monthly
Summit Electric Inc - CL 388,Lauren Park,Summit Electric Inc,Avery Greene,Outbound,74000,2025-02-16,2025-02-20,2025-03-20,2025-05-07,2025-10-27,53,2025-02-21,49917071,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,61100,C-Level,Mechanical Contractor,true,2026-04-25,2026-05-12,20720,28%,28%,12.24,New Business,New Business,006DEMO00000000387,0,12,Net 30,Annual
Crescent HVAC Co - NB 389,Eddie Coleman,Crescent HVAC Co,,Partner,18000,2025-12-05,2025-12-06,2025-12-24,2026-01-24,2026-07-11,5,2025-12-07,19462971,Kevin Brand,Partner,Discovery,MM,13900,C-Level,Plumbing Contractor,false,2026-04-26,2026-05-02,0,0%,0%,7.14,New Business,New Business,006DEMO00000000388,25,12,Net 30,Monthly
Magnolia Builders - NB 390,Jamal Whitfield,Magnolia Builders,,Event,79000,2026-03-01,2026-03-06,2026-03-20,2026-05-20,2026-06-17,36,2026-03-20,50036855,Kevin Brand,Event,Evaluation,MM,65200,Director,Specialty Trades,false,2026-05-01,2026-05-13,0,0%,0%,13.03,New Business,New Business,006DEMO00000000389,50,12,Net 30,Annual
Granite Industrial Services - NB 391,Eddie Coleman,Granite Industrial Services,Wes Kim,Outbound,19000,2026-05-17,2026-05-19,2026-06-10,2026-07-05,2026-06-15,45,2026-05-24,60922451,Kevin Brand,SDR Set - Outbound,Discovery,MM,14300,Manager,Mechanical Contractor,true,2026-05-04,2026-05-13,0,0%,0%,2.35,New Business,New Business,006DEMO00000000390,25,12,Net 30,Monthly
Pinewood Construction Services - CL 392,Lauren Park,Pinewood Construction Services,,Event,28000,2025-07-10,2025-07-13,2025-08-09,2025-09-18,2025-10-22,24,2025-07-23,70331929,Kevin Brand,Event,Closed Lost,MM,21300,Director,Sheet Metal Contractor,false,2026-04-23,2026-05-13,0,0%,0%,3.03,New Business,New Business,006DEMO00000000391,0,12,Net 30,Annual
Crescent HVAC Co - CL 393,Tomás Reyes,Crescent HVAC Co,,Webinar,35000,2025-03-21,2025-03-22,2025-04-17,2025-05-17,2025-11-25,34,2025-04-03,61094257,Kevin Brand,Webinar,Closed Lost,MM,30300,VP,Sheet Metal Contractor,false,2026-04-23,2026-05-06,7350,21%,21%,4.96,New Business,New Business,006DEMO00000000392,0,12,Net 30,Annual
Highline HVAC - NB 394,Lauren Park,Highline HVAC,,Outbound,58000,2026-01-16,2026-01-19,2026-02-12,2026-03-31,2026-06-17,60,2026-01-31,20853019,Kevin Brand,AE - Self Set,Discovery,MM,51100,,Mechanical Contractor,true,2026-05-06,2026-05-12,0,0%,0%,24.5,New Business,New Business,006DEMO00000000393,25,12,Net 30,Annual
Anchor Plumbing - CL 395,Lauren Park,Anchor Plumbing,Mira Schultz,Outbound,21000,2025-02-25,2025-03-02,2025-04-01,2025-05-06,2025-11-24,20,2025-03-07,31374562,Kevin Brand,SDR Set - Outbound,Closed Lost,MM,17400,Director,Plumbing Contractor,false,2026-04-30,2026-05-09,2310,11%,11%,5.55,New Business,New Business,006DEMO00000000394,0,12,Net 30,Annual
Granite Industrial Services - NB 396,Eddie Coleman,Granite Industrial Services,Avery Greene,Outbound,53000,2026-04-21,2026-04-23,2026-05-18,2026-07-03,2026-09-07,56,2026-04-30,5702553,Kevin Brand,SDR Set - Outbound,Contracts/Negotiation,MM,43200,Manager,Specialty Trades,false,2026-05-13,2026-05-02,0,0%,0%,75.76,New Business,New Business,006DEMO00000000395,75,12,Net 30,Annual
Tannery Plumbing Co - NB 397,Eddie Coleman,Tannery Plumbing Co,,Event,65000,2026-02-24,2026-02-27,2026-03-28,2026-04-20,2026-09-09,9,2026-03-13,53833624,Kevin Brand,Event,Contracts/Negotiation,MM,53000,Manager,Sheet Metal Contractor,true,2026-05-07,2026-05-09,19500,30%,30%,9.85,New Business,New Business,006DEMO00000000396,75,12,Net 30,Monthly
Ironclad Electric - CW 398,Lauren Park,Ironclad Electric,Mira Schultz,Outbound,63000,2025-08-20,2025-08-22,2025-09-08,2025-10-13,2026-04-01,30,2025-08-27,41571759,Kevin Brand,SDR Set - Outbound,Closed Won,MM,58200,,Specialty Trades,false,2026-04-16,2026-05-01,0,0%,0%,14,New Business,New Business,006DEMO00000000397,100,12,Net 30,Quarterly
Steeplechase Electric - NB 399,Eddie Coleman,Steeplechase Electric,,Event,27000,2026-02-03,2026-02-07,2026-03-08,2026-04-01,2026-07-02,45,2026-02-11,5357636,Kevin Brand,Event,Discovery,MM,23400,,General Contractor,false,2026-04-22,2026-05-01,0,0%,0%,43.68,New Business,New Business,006DEMO00000000398,25,12,Net 30,Annual
Compass Sheet Metal - CW 400,Tomás Reyes,Compass Sheet Metal,,Outbound,76000,2025-03-28,2025-03-30,2025-04-26,2025-06-06,2025-10-04,55,2025-04-03,5289284,Kevin Brand,AE - Self Set,Closed Won,MM,64400,Director,General Contractor,true,2026-05-12,2026-05-10,21280,28%,28%,121.76,New Business,New Business,006DEMO00000000399,100,12,Net 30,Quarterly
